estado_cve_ent,estado_nombre,sustancia_cas,sustancia_grupo_iarc,sustancia_nombre,umbral_nom_eyt,umbral_nom_mpu,municipio_cve_mun,municipio_nombre,anios_reporte,anio,cantidad_kg,index_kg,umbral_nom_eyt_excede,umbral_nom_eyt_index,umbral_nom_eyt_residuo,umbral_nom_mpu_excede,umbral_nom_mpu_index,umbral_nom_mpu_residuo
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2009,3549.92,0.9994392015229928,TRUE,0.9999999999999992,3049.92,TRUE,0.9999888261776588,1049.92
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2010,3440.021634177453,0.9992776667037756,TRUE,0.999999999999996,2940.021634177453,TRUE,0.999960369909233,940.021634177453
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2011,437.305596,0.9999999999770028,FALSE,-1.0,-62.69440399999996,FALSE,-1.0,-2062.694404
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2012,2823.8174501,0.9999999999999848,TRUE,0.9999999999952704,2323.8174501,TRUE,0.9999999841284553,323.81745009999986
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2013,2748.96554,0.9999999999999648,TRUE,0.9999999999887984,2248.96554,TRUE,0.9999988167770336,248.96554000000012
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2014,2733.662,0.9999999999999578,TRUE,0.9999999999866382,2233.662,TRUE,0.9999971431343132,233.6619999999998
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2015,3021.394648,0.9999999999999988,TRUE,0.9999999999995142,2521.394648,TRUE,0.9999999999998188,521.394648
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2016,3500.72208,0.9993719121953728,TRUE,0.9999999999999982,3000.72208,TRUE,0.9999803056945656,1000.72208
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2017,3500.72208,0.9993719121953728,TRUE,0.9999999999999982,3000.72208,TRUE,0.9999803056945656,1000.72208
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2018,2903.178,0.9999999999999942,TRUE,0.9999999999981042,2403.178,TRUE,0.9999999998357948,403.1779999999999
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2019,2351.366,0.9999999999965564,TRUE,0.9999999989072728,1851.366,FALSE,-1.0,-148.634
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2020,2665.147,0.9999999999999072,TRUE,0.99999999997058,2165.147,TRUE,0.9998521620684248,165.1469999999999
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,001,Ensenada,17,2022,2645.066424,0.9999999999998832,TRUE,0.9999999999629224,2145.066424,TRUE,0.9995300639035468,145.0664240000001
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2005,0.037,4.262399997423394e-05,FALSE,-1.0,-499.963,FALSE,-1.0,-2499.963
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2007,0.0367,0.5787625719387375,FALSE,-1.0,-499.9633,FALSE,-1.0,-2499.9633
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2009,0.037,4.262399997423394e-05,FALSE,-1.0,-499.963,FALSE,-1.0,-2499.963
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2010,0.0567416,6.536632310671919e-05,FALSE,-1.0,-499.9432584,FALSE,-1.0,-2499.9432584
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2011,0.4512427545560999,0.0129950597583394,FALSE,-1.0,-499.5487572454439,FALSE,-1.0,-2499.548757245444
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2012,37.3151979021249,0.2116857661320157,FALSE,-1.0,-462.6848020978751,FALSE,-1.0,-2462.684802097875
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,002,Mexicali,7,2013,29.7442974103792,0.1696702824166847,FALSE,-1.0,-470.2557025896208,FALSE,-1.0,-2470.255702589621
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2004,1.0,0.0011519994903923,FALSE,-1.0,-499.0,FALSE,-1.0,-2499.0
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2005,0.00264,3.041279999838053e-06,FALSE,-1.0,-499.99736,FALSE,-1.0,-2499.99736
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2007,0.0016321872144,0.0293709198679819,FALSE,-1.0,-499.9983678127856,FALSE,-1.0,-2499.998367812785
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2009,0.0016321872144,1.8802796710737368e-06,FALSE,-1.0,-499.9983678127856,FALSE,-1.0,-2499.998367812785
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2011,0.0033321872144,9.596699148017862e-05,FALSE,-1.0,-499.9966678127856,FALSE,-1.0,-2499.9966678127857
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2012,0.0016321872144,9.40139835470255e-06,FALSE,-1.0,-499.9983678127856,FALSE,-1.0,-2499.998367812785
02,Baja California,71-43-2,1,Benceno,500.0,2500.0,005,Playas de Rosarito,7,2013,0.0069752909613,4.0177675915353817e-05,FALSE,-1.0,-499.9930247090387,FALSE,-1.0,-2499.9930247090388
03,Baja California Sur,71-43-2,1,Benceno,500.0,2500.0,003,La Paz,5,2009,18.711,0.9999999999960236,FALSE,-1.0,-481.289,FALSE,-1.0,-2481.289
03,Baja California Sur,71-43-2,1,Benceno,500.0,2500.0,003,La Paz,5,2010,0.02213,0.3785277067682517,FALSE,-1.0,-499.97787,FALSE,-1.0,-2499.97787
03,Baja California Sur,71-43-2,1,Benceno,500.0,2500.0,003,La Paz,5,2011,0.017775,0.3094617102397345,FALSE,-1.0,-499.982225,FALSE,-1.0,-2499.982225
03,Baja California Sur,71-43-2,1,Benceno,500.0,2500.0,003,La Paz,5,2012,0.017115,0.2986802871811873,FALSE,-1.0,-499.982885,FALSE,-1.0,-2499.982885
03,Baja California Sur,71-43-2,1,Benceno,500.0,2500.0,003,La Paz,5,2013,0.0264263,0.4427718994124094,FALSE,-1.0,-499.9735737,FALSE,-1.0,-2499.9735737
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2006,0.0218,0.3734274013039116,FALSE,-1.0,-499.9782,FALSE,-1.0,-2499.9782
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2007,0.0218,0.3734274013039116,FALSE,-1.0,-499.9782,FALSE,-1.0,-2499.9782
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2009,0.0218,0.0031391896882115,FALSE,-1.0,-499.9782,FALSE,-1.0,-2499.9782
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2011,0.0341438,0.0049166675815404,FALSE,-1.0,-499.9658562,FALSE,-1.0,-2499.9658562
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2012,0.037229847,0.0053610466068212,FALSE,-1.0,-499.962770153,FALSE,-1.0,-2499.962770153
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2013,0.0341837931759,0.0009844929254003,FALSE,-1.0,-499.9658162068241,FALSE,-1.0,-2499.965816206824
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,002,Campeche,7,2015,208638.39570810003,0.9999999910799776,TRUE,0.9999999906593257,208138.39570810003,TRUE,0.999999988768768,206138.39570810003
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2004,113.0,0.9999999999999852,FALSE,-1.0,-387.0,FALSE,-1.0,-2387.0
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2008,114.09185255,0.9999999999999892,FALSE,-1.0,-385.90814745,FALSE,-1.0,-2385.90814745
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2009,96.474658265,0.9999999999982848,FALSE,-1.0,-403.525341735,FALSE,-1.0,-2403.525341735
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2010,105.75393012,0.9999999999998814,FALSE,-1.0,-394.24606988,FALSE,-1.0,-2394.24606988
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2011,115.30076382,0.9999999999999925,FALSE,-1.0,-384.69923618,FALSE,-1.0,-2384.69923618
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2012,118.446620024,0.9999999999999968,FALSE,-1.0,-381.553379976,FALSE,-1.0,-2381.553379976
04,Campeche,71-43-2,1,Benceno,500.0,2500.0,003,Carmen,7,2013,126.08474226,0.9985982517809115,FALSE,-1.0,-373.91525774,FALSE,-1.0,-2373.91525774
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2007,0.0098,0.1745928130887137,FALSE,-1.0,-499.9902,FALSE,-1.0,-2499.9902
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2009,0.0099,5.702399993823271e-05,FALSE,-1.0,-499.9901,FALSE,-1.0,-2499.9901
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2010,0.01,5.759999993637521e-05,FALSE,-1.0,-499.99,FALSE,-1.0,-2499.99
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2011,0.011,6.335999991513575e-05,FALSE,-1.0,-499.989,FALSE,-1.0,-2499.989
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2012,0.01,4.607999999350909e-07,FALSE,-1.0,-499.99,FALSE,-1.0,-2499.99
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,007,Cuatro Ciénegas,6,2013,0.0115,2.649600000070862e-06,FALSE,-1.0,-499.9885,FALSE,-1.0,-2499.9885
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,010,Frontera,1,2013,10.4052,0.0023973534872112,FALSE,-1.0,-489.5948,FALSE,-1.0,-2489.5948
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2005,0.043,0.6492493639320749,FALSE,-1.0,-499.957,FALSE,-1.0,-2499.957
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2009,0.029,0.0001670399984463,FALSE,-1.0,-499.971,FALSE,-1.0,-2499.971
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2010,0.029,0.0001670399984463,FALSE,-1.0,-499.971,FALSE,-1.0,-2499.971
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2011,0.021,0.00012095999941,FALSE,-1.0,-499.979,FALSE,-1.0,-2499.979
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2012,139340.011,0.9999947033228218,TRUE,0.9999944535418576,138840.011,TRUE,0.9999933309395348,136840.011
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,018,Monclova,6,2013,22474.02,0.9999364010142732,TRUE,0.9999199229510384,21974.02,TRUE,0.9997987538683706,19974.02
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2017,1967.51,0.42461955310482,TRUE,0.9342199654778116,1467.51,FALSE,-1.0,-532.49
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2018,2218.74,0.9880238231907345,TRUE,0.9999999949644228,1718.7399999999998,FALSE,-1.0,-281.2600000000002
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2019,1921.82,0.9764020453277328,TRUE,0.9999998459855328,1421.82,FALSE,-1.0,-578.1800000000001
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2020,1293.48704,0.9033426023168344,TRUE,0.7230929139261388,793.48704,FALSE,-1.0,-1206.51296
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2021,994.45,0.8162933348905099,TRUE,0.5150701576405845,494.4500000000001,FALSE,-1.0,-1505.55
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,022,Nava,6,2022,914.77,0.7832851465117381,TRUE,0.4444920436414701,414.77,FALSE,-1.0,-1585.23
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2004,9202.0,0.9716019616727988,TRUE,0.999999996076418,8702.0,TRUE,0.9999996065300024,6702.0
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2009,1659.67,0.9999999900555498,TRUE,0.999996844150356,1159.67,FALSE,-1.0,-840.3299999999999
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2010,1103.866,0.9999939978459242,TRUE,0.9980970330837058,603.866,FALSE,-1.0,-1396.134
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2011,1103.866,0.9999939978459242,TRUE,0.9999999999999982,603.866,FALSE,-1.0,-1396.134
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2012,1259.0,0.0579497206421526,TRUE,0.0349604662531806,759.0,FALSE,-1.0,-1241.0
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2013,1259.52104134,0.2823130364699373,TRUE,0.173228996381062,759.52104134,FALSE,-1.0,-1240.47895866
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2015,18434.131,0.9995908811938704,TRUE,0.9994849043597048,17934.131,TRUE,0.998705910135946,15934.131
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2016,3063.24,0.9982799779362777,TRUE,0.9945670767456452,2563.24,TRUE,0.5708969563803468,563.2399999999998
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2017,16090.601,0.9987958772710136,TRUE,0.9999999999999996,15590.601,TRUE,0.9999999999999498,13590.601
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2018,3606.73,0.9995079866837862,TRUE,0.9999999999999996,3106.73,TRUE,0.9999941926449,1106.73
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2019,1293.498,0.9033449251078998,TRUE,0.99978568355997,793.498,FALSE,-1.0,-1206.502
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2020,1366.387169,0.917672006043638,TRUE,0.7607857908546631,866.3871690000001,FALSE,-1.0,-1133.612831
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2021,1615.525219,0.9527790022243792,TRUE,0.8578338575720394,1115.525219,FALSE,-1.0,-884.4747809999999
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,027,Ramos Arizpe,14,2022,1862.92,0.9730184798614576,TRUE,0.9170390962763916,1362.92,FALSE,-1.0,-637.0799999999999
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,028,Sabinas,3,2005,0.0391,0.6067742492778798,FALSE,-1.0,-499.9609,FALSE,-1.0,-2499.9609
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,028,Sabinas,3,2012,0.01474658,6.7952240656588e-07,FALSE,-1.0,-499.98525342,FALSE,-1.0,-2499.98525342
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,028,Sabinas,3,2013,0.004326836016,9.969030181355976e-07,FALSE,-1.0,-499.995673163984,FALSE,-1.0,-2499.995673163984
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2005,0.020402,0.3515717080335456,FALSE,-1.0,-499.979598,FALSE,-1.0,-2499.979598
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2007,0.025,0.4218990052500078,FALSE,-1.0,-499.975,FALSE,-1.0,-2499.975
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2009,0.0274,0.0001578239986896,FALSE,-1.0,-499.9726,FALSE,-1.0,-2499.9726
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2010,0.02787,0.000160531198621,FALSE,-1.0,-499.97213,FALSE,-1.0,-2499.97213
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2011,0.02833,0.0001631807985515,FALSE,-1.0,-499.97167,FALSE,-1.0,-2499.97167
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2012,0.005025,2.3155200001845347e-07,FALSE,-1.0,-499.994975,FALSE,-1.0,-2499.994975
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2013,7.665,0.0017660141640445,FALSE,-1.0,-492.335,FALSE,-1.0,-2492.335
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2015,2803.92,0.568986702750996,TRUE,0.4860100730503616,2303.92,TRUE,0.069908945125712,303.9200000000001
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,030,Saltillo,9,2016,4412.33,0.9999230919183671,TRUE,0.9997566434302992,3912.33,TRUE,0.975886684202926,1912.33
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2004,7751.0,0.9453187791193984,TRUE,0.9999998889357392,7251.0,TRUE,0.9999888621616736,5251.0
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2009,6.4648e-06,3.723724795179351e-08,FALSE,-1.0,-499.9999935352,FALSE,-1.0,-2499.9999935352
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2010,1341.3024,0.9999996105991892,TRUE,0.9998764319143988,841.3024,FALSE,-1.0,-1158.6976
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2011,1090.3108,0.999992983434774,TRUE,0.9999999999999964,590.3108,FALSE,-1.0,-1409.6892
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2012,5652.4,0.2547281596283428,TRUE,0.2330598069239535,5152.4,TRUE,0.1442494036116137,3152.4
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2013,5323.592,0.8415773378017264,TRUE,0.8045410507134005,4823.592,TRUE,0.5720438714141118,2823.592
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2014,5840.341,0.999997135165329,TRUE,0.9999909342140538,5340.341,TRUE,0.9990912612929062,3340.3410000000003
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2015,6431.021752,0.9017873888158588,TRUE,0.8778937853878614,5931.021752,TRUE,0.7190655630709726,3931.021752
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2016,6875.176096,0.9999997359846724,TRUE,0.999999164519612,6375.176096,TRUE,0.9999162186757392,4375.176096
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2017,6470.132728,0.9034568787526208,TRUE,0.9999978756393828,5970.132728,TRUE,0.9997869843963204,3970.132728
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2020,6293.565,0.9999989916821226,TRUE,0.9999968091658136,5793.565,TRUE,0.9996800630333268,3793.565
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2021,6104.234,0.9999984402870116,TRUE,0.9999950642722226,5604.234,TRUE,0.9995051497721448,3604.234
05,Coahuila de Zaragoza,71-43-2,1,Benceno,500.0,2500.0,035,Torreón,13,2022,6010.435072,0.9999980640186324,TRUE,0.9999938735695656,5510.435072,TRUE,0.9993858076275308,3510.435072
06,Colima,71-43-2,1,Benceno,500.0,2500.0,002,Colima,3,2005,0.036277,4.179110397561914e-05,FALSE,-1.0,-499.963723,FALSE,-1.0,-2499.963723
06,Colima,71-43-2,1,Benceno,500.0,2500.0,002,Colima,3,2012,0.015558,1.7922815997994945e-05,FALSE,-1.0,-499.984442,FALSE,-1.0,-2499.984442
06,Colima,71-43-2,1,Benceno,500.0,2500.0,002,Colima,3,2013,0.028834,0.0001660838384729,FALSE,-1.0,-499.971166,FALSE,-1.0,-2499.971166
06,Colima,71-43-2,1,Benceno,500.0,2500.0,006,Ixtlahuacán,1,2013,0.012658956,7.291558643074403e-05,FALSE,-1.0,-499.987341044,FALSE,-1.0,-2499.987341044
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2004,347.0,0.379729897423009,FALSE,-1.0,-153.0,FALSE,-1.0,-2153.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2005,0.052069,5.9983487928017e-05,FALSE,-1.0,-499.947931,FALSE,-1.0,-2499.947931
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2009,0.047291,5.447923194612514e-05,FALSE,-1.0,-499.952709,FALSE,-1.0,-2499.952709
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2010,0.081299002,0.0004682822172903,FALSE,-1.0,-499.918700998,FALSE,-1.0,-2499.918700998
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2011,0.081748,9.417369572162217e-05,FALSE,-1.0,-499.918252,FALSE,-1.0,-2499.918252
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2012,0.0436461774236,5.028039634957793e-05,FALSE,-1.0,-499.9563538225764,FALSE,-1.0,-2499.9563538225766
06,Colima,71-43-2,1,Benceno,500.0,2500.0,007,Manzanillo,7,2013,0.0728871,0.000419829671334,FALSE,-1.0,-499.9271129,FALSE,-1.0,-2499.9271129
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2004,6152.0,0.9999986028296122,TRUE,0.9999955786391744,5652.0,TRUE,0.999556708277954,3652.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2005,7604.0,0.999999950755534,TRUE,0.9999998441651272,7104.0,TRUE,0.9999843724727784,5104.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2006,8528.7,0.9999999941508976,TRUE,0.999999981490424,8028.700000000001,TRUE,0.9999981437988434,6028.700000000001
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2008,5216.5,0.9999879407052776,TRUE,0.9999618386715852,4716.5,TRUE,0.9999999999999484,2716.5
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2009,6264.8,0.999998922592169,TRUE,0.9999965905300688,5764.8,TRUE,0.9996581446835427,3764.8
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2010,2730.5,0.9999999999999564,TRUE,0.9999999999861426,2230.5,TRUE,0.9999965724146808,230.5
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2011,5685.2,0.9999959042293576,TRUE,0.9999870389272948,5185.2,TRUE,0.9987010555458344,3185.2
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2012,5538.0,0.9999942505576712,TRUE,0.9999818059131772,5038.0,TRUE,0.9999999999999988,3038.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2013,2425.0,0.9999999999985256,TRUE,0.9999999995321404,1925.0,FALSE,-1.0,-75.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2015,2031.0,0.999999999862028,TRUE,0.9999999562149252,1531.0,FALSE,-1.0,-469.0
06,Colima,71-43-2,1,Benceno,500.0,2500.0,009,Tecomán,16,2016,1007.0,0.9999816797211838,TRUE,0.9999999999995848,507.0,FALSE,-1.0,-1493.0
